nombre;zona_geografica;año;t_min;t_max
General Freire, Curicó Ad.;Valle;2015;98,6;2,63400000000000e+02
General Freire, Curicó Ad.;Valle;2016;3225,9;8,03300000000000e+03
General Freire, Curicó Ad.;Valle;2017;3127,5;7,88240000000000e+03
General Freire, Curicó Ad.;Valle;2018;3014,0;7,91060000000000e+03
General Freire, Curicó Ad.;Valle;2019;3066,8;8,11490000000000e+03
General Freire, Curicó Ad.;Valle;2020;3219,4;8,26060000000000e+03
General Freire, Curicó Ad.;Valle;2021;3150,7;7,82880000000000e+03
General Freire, Curicó Ad.;Valle;2022;3090,7;7,82000000000000e+03
General Freire, Curicó Ad.;Valle;2023;3399,5;7,95440000000000e+03
General Freire, Curicó Ad.;Valle;2024;1821,5;4,20750000000000e+03
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1980;27,1;1,12800000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1981;34,5;1,16600000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1982;33,1;1,18300000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1983;34,9;1,15000000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1984;28,0;1,11600000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1985;31,3;9,36000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1986;28,9;9,78000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1987;36,2;1,05700000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1988;37,2;1,03800000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1989;41,5;9,06000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1990;37,4;1,04400000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1991;30,5;9,85000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1992;31,6;1,03100000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1993;36,4;1,10800000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1994;32,4;1,05900000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1995;19,6;8,14000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1996;31,4;1,03500000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1997;29,3;1,06500000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1998;38,7;1,14300000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;1999;34,0;9,59000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2000;20,2;6,49000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2001;26,7;7,03000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2002;19,8;6,80000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2003;29,4;7,21000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2004;41,4;1,01200000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2005;35,7;9,82000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2006;30,8;7,34000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2007;25,6;4,06000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2008;36,9;6,03000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2009;18,3;3,89000000000000e+01
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2010;30,8;1,14000000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2011;35,1;1,13600000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2012;33,0;1,06100000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2013;872,0;3,34940000000000e+03
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2014;29,3;1,09400000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2015;27,1;1,09700000000000e+02
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2016;1117,1;3,60850000000000e+03
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2017;1018,2;3,52510000000000e+03
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2018;933,5;3,65480000000000e+03
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2019;854,3;3,50390000000000e+03
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2020;1023,6;3,69830000000000e+03
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2021;1035,5;3,92530000000000e+03
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2022;931,2;3,79690000000000e+03
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2023;842,1;3,49460000000000e+03
Guardiamarina Zañartu, Pto Williams Ad.;Litoral;2024;469,6;1,81780000000000e+03
Juan Fernández, Estación Meteorológica.;Litoral;1980;165,0;2,20600000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1981;161,0;2,16900000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1982;162,4;2,19800000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1983;160,6;2,14700000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1984;157,5;2,09100000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1985;163,9;2,11700000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1986;162,6;2,15800000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1987;166,0;2,18600000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1988;162,1;2,14100000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1989;164,8;2,18900000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1990;160,9;2,14200000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1991;157,7;2,13600000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1992;154,2;2,12000000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1993;160,7;2,16600000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1994;161,5;2,21100000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1995;158,3;2,15100000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1996;160,2;2,20000000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1997;157,2;2,16900000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1998;159,2;2,14100000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;1999;156,7;2,08800000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2000;156,4;2,09700000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2001;159,8;2,11700000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2002;149,4;2,10600000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2003;153,8;2,20600000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2004;149,4;2,15800000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2005;157,3;2,13100000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2006;158,0;2,20700000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2007;150,5;2,07100000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2008;165,7;2,24700000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2009;166,8;2,23600000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2010;151,0;2,08000000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2011;153,3;2,13000000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2012;160,6;2,22500000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2013;4864,2;6,65350000000000e+03
Juan Fernández, Estación Meteorológica.;Litoral;2014;156,4;2,16400000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2015;145,1;2,02500000000000e+02
Juan Fernández, Estación Meteorológica.;Litoral;2016;3880,4;5,40820000000000e+03
Juan Fernández, Estación Meteorológica.;Litoral;2017;4810,7;6,65210000000000e+03
Juan Fernández, Estación Meteorológica.;Litoral;2018;4667,4;6,51060000000000e+03
Juan Fernández, Estación Meteorológica.;Litoral;2019;4626,2;6,45580000000000e+03
Juan Fernández, Estación Meteorológica.;Litoral;2020;4646,4;6,47110000000000e+03
Juan Fernández, Estación Meteorológica.;Litoral;2021;4672,9;6,38730000000000e+03
Juan Fernández, Estación Meteorológica.;Litoral;2022;4599,3;6,41170000000000e+03
Juan Fernández, Estación Meteorológica.;Litoral;2023;4762,5;6,51860000000000e+03
Juan Fernández, Estación Meteorológica.;Litoral;2024;2581,9;3,52600000000000e+03
La Florida, La Serena Ad.;Secano Costero;1980;133,1;2,27900000000000e+02
La Florida, La Serena Ad.;Secano Costero;1981;126,2;2,23300000000000e+02
La Florida, La Serena Ad.;Secano Costero;1982;135,4;2,30600000000000e+02
La Florida, La Serena Ad.;Secano Costero;1983;135,8;2,25500000000000e+02
La Florida, La Serena Ad.;Secano Costero;1984;125,2;2,18500000000000e+02
La Florida, La Serena Ad.;Secano Costero;1985;127,4;2,22500000000000e+02
La Florida, La Serena Ad.;Secano Costero;1986;129,3;2,24300000000000e+02
La Florida, La Serena Ad.;Secano Costero;1987;134,7;2,24800000000000e+02
La Florida, La Serena Ad.;Secano Costero;1988;120,1;2,14300000000000e+02
La Florida, La Serena Ad.;Secano Costero;1989;125,7;2,13800000000000e+02
La Florida, La Serena Ad.;Secano Costero;1990;121,5;2,11100000000000e+02
La Florida, La Serena Ad.;Secano Costero;1991;132,9;2,17000000000000e+02
La Florida, La Serena Ad.;Secano Costero;1992;132,3;2,16300000000000e+02
La Florida, La Serena Ad.;Secano Costero;1993;125,0;2,14900000000000e+02
La Florida, La Serena Ad.;Secano Costero;1994;129,3;2,15900000000000e+02
La Florida, La Serena Ad.;Secano Costero;1995;125,4;2,14600000000000e+02
La Florida, La Serena Ad.;Secano Costero;1996;126,3;2,11700000000000e+02
La Florida, La Serena Ad.;Secano Costero;1997;146,7;2,32900000000000e+02
La Florida, La Serena Ad.;Secano Costero;1998;133,6;2,21000000000000e+02
La Florida, La Serena Ad.;Secano Costero;1999;127,5;2,13800000000000e+02
La Florida, La Serena Ad.;Secano Costero;2000;125,5;2,11800000000000e+02
La Florida, La Serena Ad.;Secano Costero;2001;129,2;2,17700000000000e+02
La Florida, La Serena Ad.;Secano Costero;2002;126,4;2,22000000000000e+02
La Florida, La Serena Ad.;Secano Costero;2003;124,3;2,14600000000000e+02
La Florida, La Serena Ad.;Secano Costero;2004;125,2;2,16900000000000e+02
La Florida, La Serena Ad.;Secano Costero;2005;128,1;2,17800000000000e+02
La Florida, La Serena Ad.;Secano Costero;2006;131,2;2,20000000000000e+02
La Florida, La Serena Ad.;Secano Costero;2007;118,2;2,10200000000000e+02
La Florida, La Serena Ad.;Secano Costero;2008;128,2;2,15000000000000e+02
La Florida, La Serena Ad.;Secano Costero;2009;124,1;2,12500000000000e+02
La Florida, La Serena Ad.;Secano Costero;2010;119,9;2,10400000000000e+02
La Florida, La Serena Ad.;Secano Costero;2011;124,9;2,13900000000000e+02
La Florida, La Serena Ad.;Secano Costero;2012;128,3;2,24500000000000e+02
La Florida, La Serena Ad.;Secano Costero;2013;3869,6;6,59840000000000e+03
La Florida, La Serena Ad.;Secano Costero;2014;127,0;2,14700000000000e+02
La Florida, La Serena Ad.;Secano Costero;2015;138,2;2,25200000000000e+02
La Florida, La Serena Ad.;Secano Costero;2016;4313,0;7,03790000000000e+03
La Florida, La Serena Ad.;Secano Costero;2017;4107,0;6,88640000000000e+03
La Florida, La Serena Ad.;Secano Costero;2018;3926,6;6,60090000000000e+03
La Florida, La Serena Ad.;Secano Costero;2019;3919,4;6,68880000000000e+03
La Florida, La Serena Ad.;Secano Costero;2020;4097,2;6,61780000000000e+03
La Florida, La Serena Ad.;Secano Costero;2021;3946,1;6,50910000000000e+03
La Florida, La Serena Ad.;Secano Costero;2022;3929,4;6,35420000000000e+03
La Florida, La Serena Ad.;Secano Costero;2023;4244,5;6,90630000000000e+03
La Florida, La Serena Ad.;Secano Costero;2024;2267,9;3,43550000000000e+03
Lord Cochrane Ad.;Valle;1980;34,4;1,56000000000000e+02
Lord Cochrane Ad.;Valle;1981;37,2;1,60800000000000e+02
Lord Cochrane Ad.;Valle;1982;27,9;1,54200000000000e+02
Lord Cochrane Ad.;Valle;1983;43,4;1,65800000000000e+02
Lord Cochrane Ad.;Valle;1984;38,7;1,50900000000000e+02
Lord Cochrane Ad.;Valle;1985;45,3;1,65500000000000e+02
Lord Cochrane Ad.;Valle;1986;35,5;1,50600000000000e+02
Lord Cochrane Ad.;Valle;1987;44,9;1,67300000000000e+02
Lord Cochrane Ad.;Valle;1988;38,4;1,58400000000000e+02
Lord Cochrane Ad.;Valle;1989;40,2;1,54300000000000e+02
Lord Cochrane Ad.;Valle;1990;41,6;1,58600000000000e+02
Lord Cochrane Ad.;Valle;1991;29,5;1,44400000000000e+02
Lord Cochrane Ad.;Valle;1992;29,4;1,49600000000000e+02
Lord Cochrane Ad.;Valle;1993;34,8;1,60700000000000e+02
Lord Cochrane Ad.;Valle;1994;37,9;1,52500000000000e+02
Lord Cochrane Ad.;Valle;1995;34,8;1,52100000000000e+02
Lord Cochrane Ad.;Valle;1996;39,6;1,52200000000000e+02
Lord Cochrane Ad.;Valle;1997;38,0;1,53700000000000e+02
Lord Cochrane Ad.;Valle;1998;52,7;1,70800000000000e+02
Lord Cochrane Ad.;Valle;1999;42,6;1,66100000000000e+02
Lord Cochrane Ad.;Valle;2000;33,4;1,48900000000000e+02
Lord Cochrane Ad.;Valle;2001;21,4;1,23700000000000e+02
Lord Cochrane Ad.;Valle;2002;31,7;1,48400000000000e+02
Lord Cochrane Ad.;Valle;2003;43,5;1,56900000000000e+02
Lord Cochrane Ad.;Valle;2004;41,0;1,72300000000000e+02
Lord Cochrane Ad.;Valle;2005;22,2;1,08000000000000e+02
Lord Cochrane Ad.;Valle;2006;21,3;9,27000000000000e+01
Lord Cochrane Ad.;Valle;2007;38,7;1,60700000000000e+02
Lord Cochrane Ad.;Valle;2008;46,4;1,58700000000000e+02
Lord Cochrane Ad.;Valle;2009;41,2;1,27100000000000e+02
Lord Cochrane Ad.;Valle;2010;14,8;1,28900000000000e+02
Lord Cochrane Ad.;Valle;2011;41,9;1,64800000000000e+02
Lord Cochrane Ad.;Valle;2012;39,0;1,66400000000000e+02
Lord Cochrane Ad.;Valle;2013;1425,3;5,32400000000000e+03
Lord Cochrane Ad.;Valle;2014;41,2;1,65800000000000e+02
Lord Cochrane Ad.;Valle;2015;45,3;1,71600000000000e+02
Lord Cochrane Ad.;Valle;2016;1326,1;5,39010000000000e+03
Lord Cochrane Ad.;Valle;2017;1259,3;5,03880000000000e+03
Lord Cochrane Ad.;Valle;2018;1010,7;5,10990000000000e+03
Lord Cochrane Ad.;Valle;2019;1218,1;4,75100000000000e+03
Lord Cochrane Ad.;Valle;2020;1162,5;5,22940000000000e+03
Lord Cochrane Ad.;Valle;2021;1335,2;5,60420000000000e+03
Lord Cochrane Ad.;Valle;2022;987,0;5,12840000000000e+03
Lord Cochrane Ad.;Valle;2023;973,1;4,74560000000000e+03
Lord Cochrane Ad.;Valle;2024;607,1;2,52910000000000e+03
María Dolores, Los Angeles Ad.;Valle;1980;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1981;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1982;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1983;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1984;55,9;1,58700000000000e+02
María Dolores, Los Angeles Ad.;Valle;1985;83,7;2,36800000000000e+02
María Dolores, Los Angeles Ad.;Valle;1986;87,8;2,31800000000000e+02
María Dolores, Los Angeles Ad.;Valle;1987;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1988;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1989;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1990;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1991;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1992;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1993;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1994;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1995;0,0;0,00000000000000e+00
María Dolores, Los Angeles Ad.;Valle;1996;84,9;2,40700000000000e+02
María Dolores, Los Angeles Ad.;Valle;1997;98,5;2,41400000000000e+02
María Dolores, Los Angeles Ad.;Valle;1998;71,4;2,20500000000000e+02
María Dolores, Los Angeles Ad.;Valle;1999;81,8;2,45200000000000e+02
María Dolores, Los Angeles Ad.;Valle;2000;91,0;2,30600000000000e+02
María Dolores, Los Angeles Ad.;Valle;2001;91,5;2,42200000000000e+02
María Dolores, Los Angeles Ad.;Valle;2002;82,2;2,35900000000000e+02
María Dolores, Los Angeles Ad.;Valle;2003;82,0;2,24700000000000e+02
María Dolores, Los Angeles Ad.;Valle;2004;85,1;2,41800000000000e+02
María Dolores, Los Angeles Ad.;Valle;2005;91,5;2,42500000000000e+02
María Dolores, Los Angeles Ad.;Valle;2006;87,6;2,41600000000000e+02
María Dolores, Los Angeles Ad.;Valle;2007;75,5;2,34900000000000e+02
María Dolores, Los Angeles Ad.;Valle;2008;84,5;2,38000000000000e+02
María Dolores, Los Angeles Ad.;Valle;2009;85,0;2,42400000000000e+02
María Dolores, Los Angeles Ad.;Valle;2010;72,4;2,33900000000000e+02
María Dolores, Los Angeles Ad.;Valle;2011;73,5;2,42100000000000e+02
María Dolores, Los Angeles Ad.;Valle;2012;85,0;2,44800000000000e+02
María Dolores, Los Angeles Ad.;Valle;2013;2495,3;7,75270000000000e+03
María Dolores, Los Angeles Ad.;Valle;2014;85,2;2,45800000000000e+02
María Dolores, Los Angeles Ad.;Valle;2015;83,8;2,54500000000000e+02
María Dolores, Los Angeles Ad.;Valle;2016;2747,5;7,68810000000000e+03
María Dolores, Los Angeles Ad.;Valle;2017;2680,2;7,40400000000000e+03
María Dolores, Los Angeles Ad.;Valle;2018;2660,9;7,36130000000000e+03
María Dolores, Los Angeles Ad.;Valle;2019;2629,8;7,63860000000000e+03
María Dolores, Los Angeles Ad.;Valle;2020;2751,7;7,55150000000000e+03
María Dolores, Los Angeles Ad.;Valle;2021;2552,1;7,70610000000000e+03
María Dolores, Los Angeles Ad.;Valle;2022;2325,0;7,20320000000000e+03
María Dolores, Los Angeles Ad.;Valle;2023;2560,0;7,51730000000000e+03
María Dolores, Los Angeles Ad.;Valle;2024;1375,0;3,88930000000000e+03
Mataveri  Isla de Pascua Ap.;Litoral;1980;224,4;2,97800000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1981;216,7;2,89600000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1982;220,2;2,86700000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1983;208,9;2,75900000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1984;215,9;2,87200000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1985;212,9;2,82800000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1986;212,4;2,78600000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1987;214,8;2,83900000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1988;209,3;2,80100000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1989;215,1;2,85900000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1990;218,1;2,86500000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1991;214,5;2,82100000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1992;213,8;2,86200000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1993;214,8;2,82800000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1994;209,5;2,81300000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1995;215,0;2,85900000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1996;208,0;2,84300000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1997;208,8;2,83800000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1998;206,0;2,77200000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;1999;214,1;2,90700000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2000;219,6;2,96200000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2001;221,5;2,97700000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2002;222,2;2,98400000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2003;217,3;2,90900000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2004;217,2;2,91500000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2005;216,5;2,91700000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2006;215,8;2,92100000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2007;210,7;2,86400000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2008;208,1;2,86600000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2009;220,3;2,91000000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2010;210,8;2,86400000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2011;213,8;2,86500000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2012;214,3;2,84400000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2013;6636,6;8,71250000000000e+03
Mataveri  Isla de Pascua Ap.;Litoral;2014;209,2;2,81000000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2015;212,2;2,83300000000000e+02
Mataveri  Isla de Pascua Ap.;Litoral;2016;6576,7;8,75590000000000e+03
Mataveri  Isla de Pascua Ap.;Litoral;2017;6674,6;8,94180000000000e+03
Mataveri  Isla de Pascua Ap.;Litoral;2018;6551,3;8,93130000000000e+03
Mataveri  Isla de Pascua Ap.;Litoral;2019;6502,2;8,77660000000000e+03
Mataveri  Isla de Pascua Ap.;Litoral;2020;6386,4;8,65650000000000e+03
Mataveri  Isla de Pascua Ap.;Litoral;2021;6231,9;8,78310000000000e+03
Mataveri  Isla de Pascua Ap.;Litoral;2022;6311,6;8,81820000000000e+03
Mataveri  Isla de Pascua Ap.;Litoral;2023;6461,6;8,64230000000000e+03
Mataveri  Isla de Pascua Ap.;Litoral;2024;3460,6;4,54240000000000e+03
Pichoy, Valdivia Ad.;Valle;1980;77,4;2,06000000000000e+02
Pichoy, Valdivia Ad.;Valle;1981;74,0;2,07600000000000e+02
Pichoy, Valdivia Ad.;Valle;1982;78,3;2,05300000000000e+02
Pichoy, Valdivia Ad.;Valle;1983;68,2;2,10100000000000e+02
Pichoy, Valdivia Ad.;Valle;1984;68,3;1,96100000000000e+02
Pichoy, Valdivia Ad.;Valle;1985;78,9;2,04100000000000e+02
Pichoy, Valdivia Ad.;Valle;1986;75,1;1,98000000000000e+02
Pichoy, Valdivia Ad.;Valle;1987;77,0;2,12100000000000e+02
Pichoy, Valdivia Ad.;Valle;1988;67,2;2,04700000000000e+02
Pichoy, Valdivia Ad.;Valle;1989;72,2;2,06300000000000e+02
Pichoy, Valdivia Ad.;Valle;1990;72,4;2,01400000000000e+02
Pichoy, Valdivia Ad.;Valle;1991;74,4;1,96900000000000e+02
Pichoy, Valdivia Ad.;Valle;1992;77,5;1,97300000000000e+02
Pichoy, Valdivia Ad.;Valle;1993;78,3;2,03600000000000e+02
Pichoy, Valdivia Ad.;Valle;1994;82,2;2,08400000000000e+02
Pichoy, Valdivia Ad.;Valle;1995;73,2;2,02900000000000e+02
Pichoy, Valdivia Ad.;Valle;1996;73,0;2,03100000000000e+02
Pichoy, Valdivia Ad.;Valle;1997;80,3;2,08100000000000e+02
Pichoy, Valdivia Ad.;Valle;1998;71,1;2,16500000000000e+02
Pichoy, Valdivia Ad.;Valle;1999;68,3;2,11900000000000e+02
Pichoy, Valdivia Ad.;Valle;2000;72,8;2,00100000000000e+02
Pichoy, Valdivia Ad.;Valle;2001;74,2;2,06400000000000e+02
Pichoy, Valdivia Ad.;Valle;2002;81,3;2,03200000000000e+02
Pichoy, Valdivia Ad.;Valle;2003;77,1;2,04700000000000e+02
Pichoy, Valdivia Ad.;Valle;2004;80,6;2,11500000000000e+02
Pichoy, Valdivia Ad.;Valle;2005;76,5;2,04200000000000e+02
Pichoy, Valdivia Ad.;Valle;2006;80,7;2,02700000000000e+02
Pichoy, Valdivia Ad.;Valle;2007;69,3;1,96200000000000e+02
Pichoy, Valdivia Ad.;Valle;2008;81,4;2,18300000000000e+02
Pichoy, Valdivia Ad.;Valle;2009;73,0;2,03300000000000e+02
Pichoy, Valdivia Ad.;Valle;2010;74,9;1,99300000000000e+02
Pichoy, Valdivia Ad.;Valle;2011;78,1;2,08100000000000e+02
Pichoy, Valdivia Ad.;Valle;2012;78,6;2,07600000000000e+02
Pichoy, Valdivia Ad.;Valle;2013;2400,8;6,63040000000000e+03
Pichoy, Valdivia Ad.;Valle;2014;74,1;2,06700000000000e+02
Pichoy, Valdivia Ad.;Valle;2015;75,8;2,15700000000000e+02
Pichoy, Valdivia Ad.;Valle;2016;2009,8;6,69720000000000e+03
Pichoy, Valdivia Ad.;Valle;2017;2214,5;6,24620000000000e+03
Pichoy, Valdivia Ad.;Valle;2018;2057,6;6,19610000000000e+03
Pichoy, Valdivia Ad.;Valle;2019;1838,8;6,35850000000000e+03
Pichoy, Valdivia Ad.;Valle;2020;1872,0;6,54320000000000e+03
Pichoy, Valdivia Ad.;Valle;2021;1926,3;6,70250000000000e+03
Pichoy, Valdivia Ad.;Valle;2022;1863,7;6,27090000000000e+03
Pichoy, Valdivia Ad.;Valle;2023;2080,3;6,25560000000000e+03
Pichoy, Valdivia Ad.;Valle;2024;1195,4;3,43820000000000e+03
Pudahuel Santiago;Valle;1980;85,1;2,69500000000000e+02
Pudahuel Santiago;Valle;1981;77,6;2,71200000000000e+02
Pudahuel Santiago;Valle;1982;89,3;2,61200000000000e+02
Pudahuel Santiago;Valle;1983;79,8;2,65400000000000e+02
Pudahuel Santiago;Valle;1984;80,3;2,59800000000000e+02
Pudahuel Santiago;Valle;1985;86,8;2,66500000000000e+02
Pudahuel Santiago;Valle;1986;96,3;2,66900000000000e+02
Pudahuel Santiago;Valle;1987;99,0;2,68200000000000e+02
Pudahuel Santiago;Valle;1988;78,6;2,75600000000000e+02
Pudahuel Santiago;Valle;1989;80,2;2,78900000000000e+02
Pudahuel Santiago;Valle;1990;71,2;2,82000000000000e+02
Pudahuel Santiago;Valle;1991;85,1;2,73100000000000e+02
Pudahuel Santiago;Valle;1992;88,5;2,60800000000000e+02
Pudahuel Santiago;Valle;1993;82,4;2,65900000000000e+02
Pudahuel Santiago;Valle;1994;88,8;2,70400000000000e+02
Pudahuel Santiago;Valle;1995;88,2;2,72700000000000e+02
Pudahuel Santiago;Valle;1996;80,4;2,74100000000000e+02
Pudahuel Santiago;Valle;1997;100,1;2,68700000000000e+02
Pudahuel Santiago;Valle;1998;90,6;2,72900000000000e+02
Pudahuel Santiago;Valle;1999;88,7;2,63500000000000e+02
Pudahuel Santiago;Valle;2000;83,7;2,67500000000000e+02
Pudahuel Santiago;Valle;2001;90,5;2,69000000000000e+02
Pudahuel Santiago;Valle;2002;87,8;2,66500000000000e+02
Pudahuel Santiago;Valle;2003;85,2;2,79200000000000e+02
Pudahuel Santiago;Valle;2004;90,3;2,68600000000000e+02
Pudahuel Santiago;Valle;2005;96,9;2,65200000000000e+02
