nombre;zona_geografica;año;t_min;t_max
Pudahuel Santiago;Valle;2006;99,6;2,73300000000000e+02
Pudahuel Santiago;Valle;2007;80,3;2,58900000000000e+02
Pudahuel Santiago;Valle;2008;97,1;2,76000000000000e+02
Pudahuel Santiago;Valle;2009;96,4;2,81300000000000e+02
Pudahuel Santiago;Valle;2010;85,8;2,75800000000000e+02
Pudahuel Santiago;Valle;2011;89,4;2,81300000000000e+02
Pudahuel Santiago;Valle;2012;102,9;2,80700000000000e+02
Pudahuel Santiago;Valle;2013;2900,0;8,48310000000000e+03
Pudahuel Santiago;Valle;2014;98,4;2,75900000000000e+02
Pudahuel Santiago;Valle;2015;104,4;2,84900000000000e+02
Pudahuel Santiago;Valle;2016;3255,8;8,57930000000000e+03
Pudahuel Santiago;Valle;2017;3100,9;8,44630000000000e+03
Pudahuel Santiago;Valle;2018;3029,9;8,73670000000000e+03
Pudahuel Santiago;Valle;2019;3054,7;8,94890000000000e+03
Pudahuel Santiago;Valle;2020;3060,0;8,93000000000000e+03
Pudahuel Santiago;Valle;2021;2909,4;8,71050000000000e+03
Pudahuel Santiago;Valle;2022;2928,8;8,55430000000000e+03
Pudahuel Santiago;Valle;2023;3256,0;8,64540000000000e+03
Pudahuel Santiago;Valle;2024;1785,5;4,51630000000000e+03
Puerto Aysén Ad.;Valle;1980;75,1;1,49300000000000e+02
Puerto Aysén Ad.;Valle;1981;73,9;1,53900000000000e+02
Puerto Aysén Ad.;Valle;1982;71,6;1,49800000000000e+02
Puerto Aysén Ad.;Valle;1983;76,5;1,59600000000000e+02
Puerto Aysén Ad.;Valle;1984;67,6;1,50600000000000e+02
Puerto Aysén Ad.;Valle;1985;77,9;1,59300000000000e+02
Puerto Aysén Ad.;Valle;1986;71,5;1,47400000000000e+02
Puerto Aysén Ad.;Valle;1987;76,8;1,63200000000000e+02
Puerto Aysén Ad.;Valle;1988;69,6;1,55300000000000e+02
Puerto Aysén Ad.;Valle;1989;73,5;1,53500000000000e+02
Puerto Aysén Ad.;Valle;1990;75,2;1,55800000000000e+02
Puerto Aysén Ad.;Valle;1991;67,3;1,47700000000000e+02
Puerto Aysén Ad.;Valle;1992;71,1;1,50600000000000e+02
Puerto Aysén Ad.;Valle;1993;75,9;1,53700000000000e+02
Puerto Aysén Ad.;Valle;1994;73,6;1,53700000000000e+02
Puerto Aysén Ad.;Valle;1995;70,5;1,52700000000000e+02
Puerto Aysén Ad.;Valle;1996;44,6;6,40000000000000e+01
Puerto Aysén Ad.;Valle;1997;9,4;1,90000000000000e+01
Puerto Aysén Ad.;Valle;1998;22,5;6,40000000000000e+01
Puerto Aysén Ad.;Valle;1999;42,6;9,52000000000000e+01
Puerto Aysén Ad.;Valle;2000;16,4;4,69000000000000e+01
Puerto Aysén Ad.;Valle;2001;48,0;1,15800000000000e+02
Puerto Aysén Ad.;Valle;2002;30,0;6,10000000000000e+01
Puerto Aysén Ad.;Valle;2003;39,4;7,82000000000000e+01
Puerto Aysén Ad.;Valle;2004;50,0;1,06600000000000e+02
Puerto Aysén Ad.;Valle;2005;27,0;6,11000000000000e+01
Puerto Aysén Ad.;Valle;2006;11,8;2,40000000000000e+01
Puerto Aysén Ad.;Valle;2007;23,8;5,18000000000000e+01
Puerto Aysén Ad.;Valle;2008;14,5;3,26000000000000e+01
Puerto Aysén Ad.;Valle;2009;11,0;3,55000000000000e+01
Puerto Aysén Ad.;Valle;2010;38,7;9,41000000000000e+01
Puerto Aysén Ad.;Valle;2011;21,3;3,84000000000000e+01
Puerto Aysén Ad.;Valle;2012;13,4;3,31000000000000e+01
Puerto Aysén Ad.;Valle;2013;2032,9;3,05620000000000e+03
Puerto Aysén Ad.;Valle;2014;80,9;1,55100000000000e+02
Puerto Aysén Ad.;Valle;2015;71,4;1,20400000000000e+02
Puerto Aysén Ad.;Valle;2016;1860,1;3,48480000000000e+03
Puerto Aysén Ad.;Valle;2017;2098,7;4,03500000000000e+03
Puerto Aysén Ad.;Valle;2018;1946,4;4,23980000000000e+03
Puerto Aysén Ad.;Valle;2019;2150,0;4,59430000000000e+03
Puerto Aysén Ad.;Valle;2020;1689,0;3,85580000000000e+03
Puerto Aysén Ad.;Valle;2021;1579,0;3,04350000000000e+03
Puerto Aysén Ad.;Valle;2022;1504,0;3,34040000000000e+03
Puerto Aysén Ad.;Valle;2023;1815,5;4,04290000000000e+03
Puerto Aysén Ad.;Valle;2024;1145,1;2,51670000000000e+03
Quinta Normal, Santiago;Valle;1980;108,3;2,71300000000000e+02
Quinta Normal, Santiago;Valle;1981;101,7;2,75700000000000e+02
Quinta Normal, Santiago;Valle;1982;109,1;2,67000000000000e+02
Quinta Normal, Santiago;Valle;1983;100,6;2,71100000000000e+02
Quinta Normal, Santiago;Valle;1984;99,5;2,64700000000000e+02
Quinta Normal, Santiago;Valle;1985;100,6;2,71900000000000e+02
Quinta Normal, Santiago;Valle;1986;108,6;2,73400000000000e+02
Quinta Normal, Santiago;Valle;1987;109,4;2,72500000000000e+02
Quinta Normal, Santiago;Valle;1988;93,0;2,77800000000000e+02
Quinta Normal, Santiago;Valle;1989;101,8;2,77800000000000e+02
Quinta Normal, Santiago;Valle;1990;96,2;2,76400000000000e+02
Quinta Normal, Santiago;Valle;1991;102,3;2,69700000000000e+02
Quinta Normal, Santiago;Valle;1992;103,9;2,61900000000000e+02
Quinta Normal, Santiago;Valle;1993;101,9;2,72700000000000e+02
Quinta Normal, Santiago;Valle;1994;105,4;2,75300000000000e+02
Quinta Normal, Santiago;Valle;1995;103,2;2,76800000000000e+02
Quinta Normal, Santiago;Valle;1996;96,9;2,79600000000000e+02
Quinta Normal, Santiago;Valle;1997;113,4;2,76300000000000e+02
Quinta Normal, Santiago;Valle;1998;106,4;2,79200000000000e+02
Quinta Normal, Santiago;Valle;1999;105,0;2,68500000000000e+02
Quinta Normal, Santiago;Valle;2000;105,5;2,71100000000000e+02
Quinta Normal, Santiago;Valle;2001;111,9;2,71600000000000e+02
Quinta Normal, Santiago;Valle;2002;107,9;2,70400000000000e+02
Quinta Normal, Santiago;Valle;2003;107,9;2,83600000000000e+02
Quinta Normal, Santiago;Valle;2004;108,4;2,74300000000000e+02
Quinta Normal, Santiago;Valle;2005;110,9;2,71800000000000e+02
Quinta Normal, Santiago;Valle;2006;113,9;2,81100000000000e+02
Quinta Normal, Santiago;Valle;2007;92,9;2,67300000000000e+02
Quinta Normal, Santiago;Valle;2008;107,1;2,80600000000000e+02
Quinta Normal, Santiago;Valle;2009;106,4;2,83000000000000e+02
Quinta Normal, Santiago;Valle;2010;94,6;2,77200000000000e+02
Quinta Normal, Santiago;Valle;2011;98,1;2,83700000000000e+02
Quinta Normal, Santiago;Valle;2012;109,1;2,84900000000000e+02
Quinta Normal, Santiago;Valle;2013;3061,2;8,66690000000000e+03
Quinta Normal, Santiago;Valle;2014;102,6;2,83000000000000e+02
Quinta Normal, Santiago;Valle;2015;109,5;2,91300000000000e+02
Quinta Normal, Santiago;Valle;2016;3425,5;8,78960000000000e+03
Quinta Normal, Santiago;Valle;2017;3173,2;8,59750000000000e+03
Quinta Normal, Santiago;Valle;2018;3028,1;8,71440000000000e+03
Quinta Normal, Santiago;Valle;2019;3014,1;8,87400000000000e+03
Quinta Normal, Santiago;Valle;2020;3022,8;8,95990000000000e+03
Quinta Normal, Santiago;Valle;2021;2929,2;8,75270000000000e+03
Quinta Normal, Santiago;Valle;2022;2957,5;8,67910000000000e+03
Quinta Normal, Santiago;Valle;2023;3337,8;8,70090000000000e+03
Quinta Normal, Santiago;Valle;2024;1784,6;4,49620000000000e+03
Rodelillo, Ad.;Litoral;1980;120,9;2,29100000000000e+02
Rodelillo, Ad.;Litoral;1981;113,3;2,31900000000000e+02
Rodelillo, Ad.;Litoral;1982;125,3;2,25900000000000e+02
Rodelillo, Ad.;Litoral;1983;104,4;2,28200000000000e+02
Rodelillo, Ad.;Litoral;1984;90,6;2,24100000000000e+02
Rodelillo, Ad.;Litoral;1985;114,1;2,23300000000000e+02
Rodelillo, Ad.;Litoral;1986;122,7;2,28200000000000e+02
Rodelillo, Ad.;Litoral;1987;119,2;2,32400000000000e+02
Rodelillo, Ad.;Litoral;1988;109,6;2,26100000000000e+02
Rodelillo, Ad.;Litoral;1989;114,4;2,32700000000000e+02
Rodelillo, Ad.;Litoral;1990;108,5;2,37600000000000e+02
Rodelillo, Ad.;Litoral;1991;112,1;2,34300000000000e+02
Rodelillo, Ad.;Litoral;1992;109,7;2,33100000000000e+02
Rodelillo, Ad.;Litoral;1993;109,6;2,19600000000000e+02
Rodelillo, Ad.;Litoral;1994;113,9;2,32900000000000e+02
Rodelillo, Ad.;Litoral;1995;115,1;2,34600000000000e+02
Rodelillo, Ad.;Litoral;1996;114,3;2,24000000000000e+02
Rodelillo, Ad.;Litoral;1997;128,9;2,33200000000000e+02
Rodelillo, Ad.;Litoral;1998;118,3;2,28800000000000e+02
Rodelillo, Ad.;Litoral;1999;114,4;2,20400000000000e+02
Rodelillo, Ad.;Litoral;2000;112,0;2,27500000000000e+02
Rodelillo, Ad.;Litoral;2001;117,5;2,21400000000000e+02
Rodelillo, Ad.;Litoral;2002;119,0;2,29700000000000e+02
Rodelillo, Ad.;Litoral;2003;120,2;2,31800000000000e+02
Rodelillo, Ad.;Litoral;2004;120,2;2,28800000000000e+02
Rodelillo, Ad.;Litoral;2005;119,5;2,21300000000000e+02
Rodelillo, Ad.;Litoral;2006;122,2;2,29500000000000e+02
Rodelillo, Ad.;Litoral;2007;105,2;2,21300000000000e+02
Rodelillo, Ad.;Litoral;2008;117,8;2,24800000000000e+02
Rodelillo, Ad.;Litoral;2009;115,3;2,33600000000000e+02
Rodelillo, Ad.;Litoral;2010;107,0;2,24200000000000e+02
Rodelillo, Ad.;Litoral;2011;111,5;2,26200000000000e+02
Rodelillo, Ad.;Litoral;2012;120,6;2,31700000000000e+02
Rodelillo, Ad.;Litoral;2013;3511,4;6,97530000000000e+03
Rodelillo, Ad.;Litoral;2014;110,5;2,31300000000000e+02
Rodelillo, Ad.;Litoral;2015;116,9;2,35300000000000e+02
Rodelillo, Ad.;Litoral;2016;3723,4;7,10000000000000e+03
Rodelillo, Ad.;Litoral;2017;3503,4;7,18430000000000e+03
Rodelillo, Ad.;Litoral;2018;3422,7;7,18140000000000e+03
Rodelillo, Ad.;Litoral;2019;3380,0;7,36640000000000e+03
Rodelillo, Ad.;Litoral;2020;3486,5;7,15690000000000e+03
Rodelillo, Ad.;Litoral;2021;3269,4;6,79870000000000e+03
Rodelillo, Ad.;Litoral;2022;3272,3;6,93240000000000e+03
Rodelillo, Ad.;Litoral;2023;3676,2;7,29210000000000e+03
Rodelillo, Ad.;Litoral;2024;1934,0;3,80050000000000e+03
Santo Domingo, Ad.;Litoral;1980;95,8;2,12500000000000e+02
Santo Domingo, Ad.;Litoral;1981;88,6;1,74300000000000e+02
Santo Domingo, Ad.;Litoral;1982;104,2;1,51600000000000e+02
Santo Domingo, Ad.;Litoral;1983;94,7;1,27400000000000e+02
Santo Domingo, Ad.;Litoral;1984;86,6;1,46100000000000e+02
Santo Domingo, Ad.;Litoral;1985;90,8;1,70100000000000e+02
Santo Domingo, Ad.;Litoral;1986;95,0;2,14300000000000e+02
Santo Domingo, Ad.;Litoral;1987;106,5;2,17300000000000e+02
Santo Domingo, Ad.;Litoral;1988;85,4;2,07000000000000e+02
Santo Domingo, Ad.;Litoral;1989;79,0;2,20500000000000e+02
Santo Domingo, Ad.;Litoral;1990;81,0;2,21300000000000e+02
Santo Domingo, Ad.;Litoral;1991;89,8;2,22700000000000e+02
Santo Domingo, Ad.;Litoral;1992;92,5;2,21600000000000e+02
Santo Domingo, Ad.;Litoral;1993;85,4;2,18900000000000e+02
Santo Domingo, Ad.;Litoral;1994;92,9;2,23200000000000e+02
Santo Domingo, Ad.;Litoral;1995;95,9;2,12700000000000e+02
Santo Domingo, Ad.;Litoral;1996;90,0;2,10500000000000e+02
Santo Domingo, Ad.;Litoral;1997;107,9;2,20400000000000e+02
Santo Domingo, Ad.;Litoral;1998;97,2;2,13300000000000e+02
Santo Domingo, Ad.;Litoral;1999;99,9;2,09900000000000e+02
Santo Domingo, Ad.;Litoral;2000;94,4;1,91300000000000e+02
Santo Domingo, Ad.;Litoral;2001;100,9;2,10200000000000e+02
Santo Domingo, Ad.;Litoral;2002;98,7;2,15400000000000e+02
Santo Domingo, Ad.;Litoral;2003;95,4;2,12700000000000e+02
Santo Domingo, Ad.;Litoral;2004;103,0;2,15000000000000e+02
Santo Domingo, Ad.;Litoral;2005;105,8;2,09200000000000e+02
Santo Domingo, Ad.;Litoral;2006;106,6;2,17500000000000e+02
Santo Domingo, Ad.;Litoral;2007;86,7;2,03900000000000e+02
Santo Domingo, Ad.;Litoral;2008;103,6;2,11100000000000e+02
Santo Domingo, Ad.;Litoral;2009;93,2;2,09900000000000e+02
Santo Domingo, Ad.;Litoral;2010;89,5;2,06800000000000e+02
Santo Domingo, Ad.;Litoral;2011;93,3;2,11000000000000e+02
Santo Domingo, Ad.;Litoral;2012;99,9;2,14200000000000e+02
Santo Domingo, Ad.;Litoral;2013;2872,6;6,33250000000000e+03
Santo Domingo, Ad.;Litoral;2014;95,7;2,09100000000000e+02
Santo Domingo, Ad.;Litoral;2015;99,6;2,17600000000000e+02
Santo Domingo, Ad.;Litoral;2016;3338,4;6,69230000000000e+03
Santo Domingo, Ad.;Litoral;2017;3118,4;6,53170000000000e+03
Santo Domingo, Ad.;Litoral;2018;2949,7;6,46090000000000e+03
Santo Domingo, Ad.;Litoral;2019;2830,8;6,03450000000000e+03
Santo Domingo, Ad.;Litoral;2020;3011,4;6,35970000000000e+03
Santo Domingo, Ad.;Litoral;2021;3045,3;6,21810000000000e+03
Santo Domingo, Ad.;Litoral;2022;2865,1;6,14640000000000e+03
Santo Domingo, Ad.;Litoral;2023;3178,3;6,41670000000000e+03
Santo Domingo, Ad.;Litoral;2024;1597,6;3,33480000000000e+03
Teniente Gallardo, Puerto Natales Ad.;Valle;1999;8,9;2,77000000000000e+01
Teniente Gallardo, Puerto Natales Ad.;Valle;2000;0,0;0,00000000000000e+00
Teniente Gallardo, Puerto Natales Ad.;Valle;2001;0,0;0,00000000000000e+00
Teniente Gallardo, Puerto Natales Ad.;Valle;2002;0,0;0,00000000000000e+00
Teniente Gallardo, Puerto Natales Ad.;Valle;2003;8,6;3,48000000000000e+01
Teniente Gallardo, Puerto Natales Ad.;Valle;2004;19,5;4,79000000000000e+01
Teniente Gallardo, Puerto Natales Ad.;Valle;2005;4,9;5,33000000000000e+01
Teniente Gallardo, Puerto Natales Ad.;Valle;2006;9,3;2,98000000000000e+01
Teniente Gallardo, Puerto Natales Ad.;Valle;2007;16,7;3,99000000000000e+01
Teniente Gallardo, Puerto Natales Ad.;Valle;2008;23,3;3,59000000000000e+01
Teniente Gallardo, Puerto Natales Ad.;Valle;2009;29,3;9,51000000000000e+01
Teniente Gallardo, Puerto Natales Ad.;Valle;2010;19,7;1,24200000000000e+02
Teniente Gallardo, Puerto Natales Ad.;Valle;2011;22,6;6,47000000000000e+01
Teniente Gallardo, Puerto Natales Ad.;Valle;2012;28,3;1,33600000000000e+02
Teniente Gallardo, Puerto Natales Ad.;Valle;2013;951,4;4,23990000000000e+03
Teniente Gallardo, Puerto Natales Ad.;Valle;2014;23,5;1,31800000000000e+02
Teniente Gallardo, Puerto Natales Ad.;Valle;2015;20,7;1,35200000000000e+02
Teniente Gallardo, Puerto Natales Ad.;Valle;2016;659,4;4,50250000000000e+03
Teniente Gallardo, Puerto Natales Ad.;Valle;2017;875,1;4,26960000000000e+03
Teniente Gallardo, Puerto Natales Ad.;Valle;2018;736,6;4,14460000000000e+03
Teniente Gallardo, Puerto Natales Ad.;Valle;2019;821,8;4,20670000000000e+03
Teniente Gallardo, Puerto Natales Ad.;Valle;2020;817,8;4,25640000000000e+03
Teniente Gallardo, Puerto Natales Ad.;Valle;2021;889,2;4,56450000000000e+03
Teniente Gallardo, Puerto Natales Ad.;Valle;2022;647,2;4,39210000000000e+03
Teniente Gallardo, Puerto Natales Ad.;Valle;2023;641,7;4,03150000000000e+03
Teniente Gallardo, Puerto Natales Ad.;Valle;2024;312,0;2,06350000000000e+03
Teniente Vidal, Coyhaique Ad.;Valle;1980;53,4;1,37000000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1981;53,3;1,60200000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1982;48,0;1,51800000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1983;58,6;1,65700000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1984;43,1;1,47300000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1985;54,8;1,63900000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1986;45,0;1,51100000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1987;53,1;1,66200000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1988;51,0;1,54200000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1989;54,6;1,54300000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1990;53,4;1,55700000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1991;45,3;1,43800000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1992;53,8;1,49000000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1993;55,9;1,54300000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1994;54,3;1,56300000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1995;51,1;1,53900000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1996;58,0;1,50900000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1997;54,5;1,51700000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1998;68,1;1,71500000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;1999;51,8;1,64100000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2000;46,9;1,48100000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2001;47,4;1,49600000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2002;48,2;1,48800000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2003;55,6;1,55300000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2004;59,7;1,67900000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2005;48,1;1,57500000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2006;47,3;1,51400000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2007;49,8;1,59400000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2008;52,3;1,73900000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2009;51,9;1,58000000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2010;44,1;1,53500000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2011;51,5;1,67900000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2012;52,9;1,63500000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2013;1695,6;5,27800000000000e+03
Teniente Vidal, Coyhaique Ad.;Valle;2014;54,9;1,64500000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2015;54,5;1,68500000000000e+02
Teniente Vidal, Coyhaique Ad.;Valle;2016;1505,9;5,35380000000000e+03
Teniente Vidal, Coyhaique Ad.;Valle;2017;1568,9;4,79290000000000e+03
Teniente Vidal, Coyhaique Ad.;Valle;2018;1484,9;4,88140000000000e+03
Teniente Vidal, Coyhaique Ad.;Valle;2019;1501,4;4,92570000000000e+03
Teniente Vidal, Coyhaique Ad.;Valle;2020;1528,0;5,06820000000000e+03
Teniente Vidal, Coyhaique Ad.;Valle;2021;1648,9;5,42330000000000e+03
Teniente Vidal, Coyhaique Ad.;Valle;2022;1369,8;4,93080000000000e+03
Teniente Vidal, Coyhaique Ad.;Valle;2023;1304,3;4,83270000000000e+03
Teniente Vidal, Coyhaique Ad.;Valle;2024;714,8;2,50530000000000e+03
NA;NA;2013;2303,2;6,80390000000000e+03
NA;NA;2016;2190,3;7,09120000000000e+03
NA;NA;2017;2069,4;6,24810000000000e+03
NA;NA;2018;1973,0;6,36680000000000e+03
NA;NA;2019;2104,3;6,95780000000000e+03
NA;NA;2020;2046,7;7,03070000000000e+03
NA;NA;2021;2217,9;6,97880000000000e+03
NA;NA;2022;2189,5;6,66570000000000e+03
NA;NA;2023;1832,1;6,17600000000000e+03
NA;NA;2024;1117,6;3,69150000000000e+03
